School_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE,Family_Involvement_Icon,Family_Involvement_Score,Environment_Icon,Environment_Score,Instruction_Icon,Instruction_Score,Leaders_Icon,Leaders_Score,Teachers_Icon,Teachers_Score,AVERAGE_STUDENT_ATTENCE,COLLEGE_ENROLLMENT,COMMUNITY_AREA_NUMBER
610282,Ronald E McNair Elementary School,ES,FALSE,Weak,31,Weak,30,Average,56,Average,59,Weak,32,Weak,20,90.70%,422,25
609826,Rosario Castellanos Elementary School,ES,FALSE,Weak,36,Weak,24,Weak,34,Weak,20,Weak,17,Weak,31,96.30%,525,30
610056,Roswell B Mason Elementary School,ES,FALSE,Weak,37,Average,47,Average,44,Average,58,Weak,50,Weak,36,92.40%,479,29
610027,Rudyard Kipling Elementary School,ES,FALSE,Average,52,,,Average,42,Average,42,Weak,,,,94.70%,445,73
610250,Rueben Salazar Elementary Bilingual Center,ES,FALSE,Strong,64,,,Average,54,Average,53,Weak,,,,95.10%,444,8
609995,Rufus M Hitch Elementary School,ES,TRUE,Strong,64,Strong,77,Average,55,Average,58,Weak,65,Strong,70,95.10%,542,10
609853,Salmon P Chase Elementary School,ES,FALSE,Average,55,Weak,28,Average,59,Weak,39,Weak,25,Weak,27,95.40%,504,22
609943,Samuel Gompers Fine Arts Options Elementary School,ES,FALSE,Weak,34,Average,42,Average,48,Average,52,Weak,57,Average,59,93.60%,285,53
610155,Sauganash Elementary School,ES,FALSE,Very Strong,99,,,Strong,76,Strong,61,Weak,,,,96.30%,549,12
609805,Scott Joplin Elementary School,ES,FALSE,Weak,35,Weak,29,Average,44,Average,53,Weak,45,Weak,34,95.00%,538,71
609968,Sharon Christa McAuliffe Elementary School,ES,TRUE,,,,,,,,,Weak,,,,93.90%,862,20
610157,Sidney Sawyer Elementary School,ES,FALSE,Average,57,Weak,30,Average,41,Weak,39,Weak,24,Weak,29,96.80%,1846,63
610283,Simon Guggenheim Elementary School,ES,FALSE,Weak,30,,,Weak,38,Weak,22,Weak,,,,90.90%,291,68
610521,Sir Miles Davis Magnet Elementary Academy,ES,FALSE,Weak,35,,,Average,51,Average,54,Weak,,,,93.00%,354,67
610534,Skinner North,ES,FALSE,,,,,,,,,Weak,,,,96.40%,242,8
610226,Socorro Sandoval Elementary School,ES,FALSE,,,,,,,,,Weak,,,,95.80%,1186,63
610160,Songhai Elementary Learning Institute,ES,FALSE,Very Weak,17,,,Average,47,Average,54,Weak,,,,89.50%,352,53
609990,South Loop Elementary School,ES,FALSE,Very Strong,84,Strong,66,Weak,34,Weak,36,Weak,57,Average,46,95.30%,795,33
610530,South Shore Fine Arts Academy,ES,FALSE,,,,,,,,,Weak,,,,93.60%,255,43
609745,Southside Occupational Academy High School,HS,FALSE,,,Average,52,,,,,Weak,47,Strong,60,85.50%,201,67
610183,Spencer Technology Academy,ES,FALSE,Weak,35,Average,50,Average,57,Strong,71,Weak,66,Average,56,92.50%,811,25
610357,Spry Community Links High School,HS,FALSE,Strong,70,,,Very Strong,92,Very Strong,87,Weak,,,,95.60%,205,30
609880,Stephen Decatur Classical Elementary School,ES,FALSE,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Weak,99,Very Strong,99,96.20%,289,2
609933,Stephen F Gale Elementary Community Academy,ES,FALSE,Weak,39,Weak,31,Weak,35,Weak,27,Weak,33,Weak,29,92.10%,532,1
609976,Stephen K Hayt Elementary School,ES,FALSE,Strong,72,Strong,61,Average,52,Average,44,Weak,48,Strong,66,95.60%,1000,77
609724,Stephen T Mather High School,HS,FALSE,Average,58,Average,44,Average,48,Average,47,Weak,50,Average,56,87.60%,1657,2
610191,Stone Elementary Scholastic Academy,ES,FALSE,Strong,78,,,Average,55,Average,43,Weak,,,,96.40%,646,2
610405,Suder Montessori Magnet Elementary School,ES,FALSE,,,,,,,,,Weak,,,,96.60%,351,28
610249,Talman Elementary School,ES,FALSE,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Weak,85,Very Strong,81,96.20%,376,63
610396,Tarkington School of Excellence Elementary School,ES,FALSE,Average,48,,,Weak,39,Average,40,Weak,,,,95.90%,1070,66
610506,TEAM Englewood Community Academy High School,HS,FALSE,Average,45,Average,48,Average,55,Average,53,Weak,74,Strong,68,87.30%,440,68
609921,Telpochcalli Elementary School,ES,FALSE,Average,42,Average,48,Very Weak,19,Weak,22,Weak,82,Strong,69,95.40%,285,30
609991,Theodore Herzl Elementary School,ES,FALSE,Average,41,,,Average,53,Strong,65,Weak,,,,90.80%,512,29
609728,Theodore Roosevelt High School,HS,FALSE,Average,42,,,Average,42,Weak,37,Weak,,,,82.30%,1490,14
610178,Theophilus Schmid Elementary School,ES,FALSE,Average,46,,,Weak,31,Average,53,Weak,,,,92.10%,185,50
609794,Thomas A Edison Regional Gifted Center Elementary School,ES,FALSE,Very Strong,91,,,Strong,64,Average,56,Weak,,,,96.60%,269,14
609987,Thomas A Hendricks Elementary Community Academy,ES,FALSE,Weak,33,,,Strong,67,Strong,78,Weak,,,,91.20%,307,37
609851,Thomas Chalmers Specialty Elementary School,ES,FALSE,Weak,34,Strong,76,Weak,39,Average,45,Weak,88,Strong,78,94.40%,288,29
609896,Thomas Drummond Elementary School,ES,FALSE,Strong,72,,,Average,59,Average,46,Weak,,,,95.20%,352,22
610002,Thomas Hoyne Elementary School,ES,FALSE,Strong,67,Strong,66,Strong,77,Strong,73,Weak,67,Strong,66,94.80%,288,48
610295,Thomas J Higgins Elementary Community Academy,ES,FALSE,,,,,,,,,Weak,,,,95.20%,369,53
610220,Thomas J Waters Elementary School,ES,FALSE,Very Strong,85,,,Average,56,Average,54,Weak,,,,96.10%,590,4
609715,Thomas Kelly High School,HS,FALSE,Weak,36,Average,53,Weak,36,Weak,35,Weak,61,Average,57,89.30%,2883,58
610321,Thurgood Marshall Middle School,MS,FALSE,Weak,39,,,Very Weak,11,Very Weak,1,Weak,,,,94.00%,435,16
609895,Turner-Drew Elementary Language Academy,ES,FALSE,Average,56,Average,56,Average,48,Average,51,Weak,75,Strong,66,95.80%,373,49
610394,Uplift Community High School,HS,FALSE,Average,50,Average,50,Strong,61,Strong,62,Weak,48,Average,53,88.70%,473,3
610504,Velma F Thomas Early Childhood Center,ES,FALSE,,,,,,,,,Weak,,,,,211,59
609989,Victor Herbert Elementary School,ES,FALSE,Average,50,Average,52,Strong,64,Strong,72,Weak,48,Average,50,92.80%,398,28
609944,Virgil Grissom Elementary School,ES,FALSE,Strong,62,Strong,66,Average,51,Strong,64,Weak,69,Very Strong,87,95.50%,330,55
610518,VOISE Academy High School,HS,FALSE,Average,42,,,Average,52,Average,52,Weak,,,,84.50%,410,25
610363,Walt Disney Magnet Elementary School,ES,FALSE,,,,,,,,,Weak,,,,96.40%,1651,3
610095,Walter L Newberry Math & Science Academy Elementary School,ES,FALSE,Strong,71,Strong,74,Average,52,Strong,66,Weak,41,Average,44,95.10%,558,7
609680,Walter Payton College Preparatory High School,HS,FALSE,Very Strong,98,,,Very Strong,80,Strong,77,Weak,,,,93.40%,881,8
609955,Walter Q Gresham Elementary School,ES,FALSE,Weak,25,Average,49,Very Weak,7,Very Weak,11,Weak,68,Average,57,95.50%,359,71
610264,Walter Reed Elementary School,ES,FALSE,Weak,29,,,Strong,62,Strong,68,Weak,,,,92.40%,44,68
609855,Walter S Christopher Elementary School,ES,FALSE,,,Average,48,,,,,Weak,72,Strong,64,86.10%,279,63
610179,Washington D Smyser Elementary School,ES,FALSE,Average,55,,,Average,43,Average,45,Weak,,,,95.50%,1047,15
610121,Washington Irving Elementary School,ES,FALSE,Average,43,,,Weak,34,Average,44,Weak,,,,95.60%,482,28
609740,Wells Community Academy High School,HS,FALSE,Average,51,Average,49,Average,41,Weak,38,Weak,65,Average,49,74.10%,633,24
610032,Wendell E Green Elementary School,ES,FALSE,Weak,32,,,Average,47,Average,53,Weak,,,,93.90%,254,73
609727,Wendell Phillips Academy High School,HS,FALSE,,,Strong,71,,,,,Weak,80,Strong,79,63.00%,590,35
609978,Wendell Smith Elementary School,ES,FALSE,Weak,22,Weak,24,Very Weak,1,Very Weak,1,Weak,31,Weak,29,92.10%,363,50
610100,West Park Elementary Academy,ES,FALSE,Weak,29,,,Weak,36,Average,40,Weak,,,,93.70%,686,23
610224,West Pullman Elementary School,ES,FALSE,Weak,23,Average,46,Average,55,Average,47,Weak,57,Average,50,91.20%,343,53
610542,West Ridge Elementary School,ES,FALSE,Strong,67,,,Average,41,Weak,28,Weak,,,,94.90%,659,2
609755,Whitney M Young Magnet High School,HS,FALSE,Very Strong,95,Very Strong,80,Strong,69,Strong,67,Weak,52,Average,46,94.60%,2166,28
610230,Wildwood Elementary School,ES,FALSE,Very Strong,99,Very Strong,90,Strong,77,Strong,67,Weak,55,Average,45,96.20%,414,12
610251,Willa Cather Elementary School,ES,FALSE,Strong,69,Strong,70,Strong,78,Very Strong,81,Weak,62,Very Strong,83,94.90%,234,27
610299,William A Hinton Elementary School,ES,FALSE,Very Weak,18,,,Weak,30,Weak,29,Weak,,,,91.70%,321,68
610109,William Bishop Owen Scholastic Academy Elementary School,ES,FALSE,Average,49,Strong,61,Weak,39,Average,56,Weak,51,Average,47,96.90%,243,70
610101,William B Ogden Elementary School,ES,FALSE,,,,,,,,,Weak,,,,95.10%,722,8
609945,William C Goudy Elementary School,ES,FALSE,Strong,70,Average,52,Strong,74,Strong,61,Weak,65,Average,52,96.10%,805,3
610143,William C Reavis Math & Science Specialty Elementary School,ES,FALSE,Average,48,Very Weak,6,Weak,37,Weak,26,Weak,10,Very Weak,15,93.50%,311,39
610364,William E B Dubois Elementary School,ES,FALSE,Average,47,,,Weak,33,Average,42,Weak,,,,93.30%,184,54
609884,William E Dever Elementary School,ES,FALSE,Strong,67,Strong,66,Strong,60,Strong,78,Weak,37,Weak,36,95.50%,843,17
609967,William F Finkl Elementary School,ES,FALSE,Average,56,Strong,60,Average,50,Average,52,Weak,41,Average,56,95.20%,588,31
609994,William G Hibbard Elementary School,ES,FALSE,,,,,,,,,Weak,,,,96.50%,1239,14
609812,William H Brown Elementary School,ES,FALSE,Weak,36,Strong,73,Average,58,Strong,78,Weak,74,Strong,73,92.80%,217,28
610023,William H King Elementary School,ES,FALSE,Average,47,,,Average,44,Average,47,Weak,,,,92.40%,264,28
609734,William Howard Taft High School,HS,FALSE,Strong,61,,,Weak,37,Weak,32,Weak,,,,89.10%,2922,10
610136,William H Prescott Elementary School,ES,FALSE,Very Strong,90,,,Average,51,Weak,24,Weak,,,,93.50%,240,7
610142,William H Ray Elementary School,ES,FALSE,Strong,69,,,Weak,22,Very Weak,12,Weak,,,,95.10%,654,41
610153,William H Ryder Math & Science Specialty Elementary School,ES,FALSE,Weak,34,,,Average,42,Average,50,Weak,,,,93.00%,302,71
610167,William H Seward Communication Arts Academy Elementary School,ES,FALSE,Average,40,Average,43,Weak,38,Average,41,Weak,66,Strong,63,95.70%,896,61
609698,William J Bogan High School,HS,FALSE,Weak,20,,,Very Weak,18,Weak,29,Weak,,,,75.20%,1656,70
610061,William J & Charles H Mayo Elementary School,ES,FALSE,Average,52,Average,55,Strong,62,Strong,65,Weak,52,Average,47,95.30%,453,35
610104,William J Onahan Elementary School,ES,FALSE,Strong,64,Average,59,Weak,29,Weak,27,Weak,32,Weak,39,95.70%,687,10
609678,William Jones College Preparatory High School,HS,FALSE,Very Strong,92,,,Strong,64,Strong,67,Weak,,,,93.80%,871,32
610193,William K New Sullivan Elementary School,ES,FALSE,Weak,27,Average,42,Weak,35,Average,40,Weak,58,Weak,33,90.30%,527,46
610123,William Penn Elementary School,ES,FALSE,Strong,78,,,Very Strong,99,Very Strong,99,Weak,,,,91.80%,423,29
609949,William P Gray Elementary School,ES,FALSE,Average,57,,,Average,44,Weak,35,Weak,,,,95.60%,1345,15
610097,William P Nixon Elementary School,ES,FALSE,Average,52,,,Strong,70,Strong,62,Weak,,,,95.60%,1061,20
609711,William Rainey Harper High School,HS,FALSE,Weak,22,Weak,32,Weak,39,Average,42,Weak,31,Weak,31,73.00%,621,67
610232,Williams Multiplex Elementary School,ES,FALSE,,,,,,,,,Weak,,,,91.60%,266,35
610336,Williams Preparatory Academy Middle School,MS,FALSE,Average,49,,,Average,42,Average,48,Weak,,,,93.30%,125,35
610172,William T Sherman Elementary School,ES,FALSE,Weak,32,,,Average,46,Average,55,Weak,,,,92.30%,462,61
609844,William W Carter Elementary School,ES,FALSE,Very Weak,13,Average,49,Weak,33,Weak,35,Weak,56,Strong,62,91.20%,371,40
610088,Wolfgang A Mozart Elementary School,ES,FALSE,Average,41,,,Average,56,Weak,32,Weak,,,,95.20%,748,22
609977,Woodlawn Community Elementary School,ES,FALSE,Strong,70,,,Very Strong,80,Strong,66,Weak,,,,93.90%,238,42
610392,World Language Academy High School,HS,FALSE,Average,51,Weak,33,Average,49,Average,47,Weak,49,Average,49,91.60%,382,30
